;np_size_min__nm_;np_size_avg__nm_;np_size_max__nm_;Source_origin;method;Capping_type;time_set__hours_;Solvent_for_extract;shape;Template_type;Bio_component_class;chi0v;Red_env_strength;Red_env_type;coating;Valance_electron;Solvent_polar;mdr;prim_specific_habitat;lipinskiHBA;CrippenClogP;max_Incub_period__h;hallKierAlpha;amw;avg_Incub_period__h;K07123;kappa1;K03629;min_Incub_period__h;K07050;K20345;NumHBA;sec_habitat;bac_type;K23945;common_environment;K01191;K13566;K07484;K25602;K11206;K07486;K12942;K01153;K02027;K00849;K01878;K00432;K01026;K10844;K03741;K00252;K01190;K03703;K09936;K07485;K07778;K16148;MIC_NP___g_mL_;bacteria_strain;np_synthesis
64;15;28;30;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;3.218875825;Escherichia coli nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
65;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;lungs;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;3;0;0;0;clinical samples (blood, wound swabs);opportunistic pathogen;0;nosocomial;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1.223775432;Klebsiella pneumoniae nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
66;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;lungs;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;3;0;0;0;clinical samples (blood, wound swabs);opportunistic pathogen;0;nosocomial;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1.916922612;Klebsiella pneumoniae nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
67;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;1;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;-0.223143551;Escherichia coli nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
68;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;1;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1.223775432;Escherichia coli nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
69;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;1;lungs;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;3;0;0;0;clinical samples (blood, wound swabs);opportunistic pathogen;0;nosocomial;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1.223775432;Klebsiella pneumoniae nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
70;28;28;28;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;1;lungs;0;-0.0025;24;0.74025974;107.868;12;0;1.74025974;1;3;0;0;0;clinical samples (blood, wound swabs);opportunistic pathogen;0;nosocomial;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1.916922612;Klebsiella pneumoniae nan;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
71;31;45.26;69;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;soil;0;-0.0025;16;0.74025974;107.868;10;0;1.74025974;1;4;1;1;0;plants;pathogenic;0;nature;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;3.218875825;Bacillus cereus ATCC 13061;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
72;31;45.26;69;commercial;MBC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;soil;0;-0.0025;16;0.74025974;107.868;10;0;1.74025974;1;4;1;1;0;plants;pathogenic;0;nature;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;3.912023005;Bacillus cereus ATCC 13061;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
73;31;45.26;69;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;3.912023005;Escherichia coli ATCC 43890;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
74;31;45.26;69;commercial;MBC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;guts;0;-0.0025;24;0.74025974;107.868;4;0;1.74025974;1;1.5;0;0;0;mouth;opportunistic pathogen;0;human;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;4.605170186;Escherichia coli ATCC 43890;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
75;31;45.26;69;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;soil;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;16;0;0;0;food;pathogenic;0;nature;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;3.218875825;Listeria monocytogenes ATCC 19115;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
76;31;45.26;69;commercial;MBC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;soil;0;-0.0025;48;0.74025974;107.868;24;0;1.74025974;1;16;0;0;0;food;pathogenic;0;nature;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;3.912023005;Listeria monocytogenes ATCC 19115;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
77;31;45.26;69;commercial;MIC;small-molecule;24;water;spherical;none;;1.78376517;medium;chemical;0;11;0;0;meat;0;-0.0025;12;0.74025974;107.868;7;0;1.74025974;1;4;0;0;0;clinical samples (blood, stool, urine);pathogenic;1;human;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;3.912023005;Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 43174;chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
