,np_size_min__nm_,np_size_avg__nm_,np_size_max__nm_,Source_origin,method,Capping_type,time_set__hours_,Solvent_for_extract,shape,Template_type,Bio_component_class,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,mdr,prim_specific_habitat,lipinskiHBA,CrippenClogP,max_Incub_period__h,hallKierAlpha,amw,avg_Incub_period__h,K07123,kappa1,K03629,min_Incub_period__h,K07050,K20345,NumHBA,sec_habitat,bac_type,K23945,common_environment,K01191,K13566,K07484,K25602,K11206,K07486,K12942,K01153,K02027,K00849,K01878,K00432,K01026,K10844,K03741,K00252,K01190,K03703,K09936,K07485,K07778,K16148,MIC_NP___g_mL_,bacteria_strain,np_synthesis
18,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,18.0,0.5194805194805194,63.546,12.0,0.0,1.5194805194805197,1.0,6.0,0.0,0.0,0.0,"clinical samples (blood, stool, urine)",pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.941642422609304,Escherichia coli MTCC 443,chemical_synthesis using sodium borohydride and copper ions
19,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,12.0,0.0,1.5194805194805197,1.0,6.0,0.0,0.0,0.0,"clinical samples (blood, stool, urine)",pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.393627546352362,Escherichia coli MTCC 739,chemical_synthesis using sodium borohydride and copper ions
20,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,4.0,0.0,1.5194805194805197,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.298317366548036,Escherichia coli MTCC 1302,chemical_synthesis using sodium borohydride and copper ions
21,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,4.0,0.0,1.5194805194805197,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.634789603169249,Escherichia coli MTCC 1687,chemical_synthesis using sodium borohydride and copper ions
22,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,18.0,0.5194805194805194,63.546,12.0,0.0,1.5194805194805197,1.0,6.0,0.0,0.0,0.0,"clinical samples (blood, stool, urine)",pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.075173815233827,Escherichia coli MTCC 443,chemical_synthesis using sodium borohydride and copper ions
23,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,12.0,0.0,1.5194805194805197,1.0,6.0,0.0,0.0,0.0,"clinical samples (blood, stool, urine)",pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.560681631015528,Escherichia coli MTCC 739,chemical_synthesis using sodium borohydride and copper ions
24,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,4.0,0.0,1.5194805194805197,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.393627546352362,Escherichia coli MTCC 1302,chemical_synthesis using sodium borohydride and copper ions
25,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,24.0,0.5194805194805194,63.546,4.0,0.0,1.5194805194805197,1.0,1.5,0.0,0.0,0.0,mouth,opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.703782474656201,Escherichia coli MTCC 1687,chemical_synthesis using sodium borohydride and copper ions
26,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.941642422609304,Staphylococcus aureus NCIM 2079,chemical_synthesis using sodium borohydride and copper ions
27,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.941642422609304,Staphylococcus aureus NCIM 5021,chemical_synthesis using sodium borohydride and copper ions
28,6.86,9.25,16.53,lab,MIC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.941642422609304,Staphylococcus aureus NCIM 5022,chemical_synthesis using sodium borohydride and copper ions
29,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.075173815233827,Staphylococcus aureus NCIM 2079,chemical_synthesis using sodium borohydride and copper ions
30,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.075173815233827,Staphylococcus aureus NCIM 5021,chemical_synthesis using sodium borohydride and copper ions
31,6.86,9.25,16.53,lab,MBC,none,24.0,water,spherical,none,,1.243163121016122,strong,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.5194805194805194,63.546,8.0,0.0,1.5194805194805197,1.0,4.0,0.0,0.0,0.0,nasopharynx,pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.075173815233827,Staphylococcus aureus NCIM 5022,chemical_synthesis using sodium borohydride and copper ions
32,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,lungs,0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,3.0,0.0,0.0,0.0,"clinical samples (blood, wound swabs)",opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.852030263919617,Klebsiella pneumoniae ATCC 13883,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
33,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,0.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.772588722239781,Pseudomonas aeruginosa ATCC 27853,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
34,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,medical surfaces,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.545177444479562,Staphylococcus epidermidis ATCC 12228,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
35,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,soil,0.0,-0.0025,48.0,0.7402597402597404,107.868,18.0,0.0,1.7402597402597404,1.0,8.0,0.0,0.0,0.0,nosocomial,pathogenic,0.0,nature,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.4657359027997265,Acinetobacter baumannii BAA-747,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
36,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,guts,0.0,-0.0025,4.0,0.7402597402597404,107.868,2.0,0.0,1.7402597402597404,1.0,1.5,0.0,0.0,0.0,mouth,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.158883083359672,Escherichia coli ATCC 25922,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
37,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (blood, sputum)",0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,skin,opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.545177444479562,Staphylococcus aureus ATCC 29213,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
38,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,bladder,0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,clinical samples (urine),opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.545177444479562,Staphylococcus saprophyticus ATCC 49453,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
39,15.0,20.0,25.0,commercial,MIC,small-molecule,18.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,guts,opportunistic pathogen,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.545177444479562,Staphylococcus sciuri ATCC 29061,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
40,15.0,20.0,25.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,0.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4700036292457356,Pseudomonas aeruginosa ATCC 27853,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
41,15.0,20.0,25.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (sputum, urine)",0.0,-0.0025,12.0,0.7402597402597404,107.868,8.0,0.0,1.7402597402597404,0.0,4.0,0.0,0.0,0.0,clinical samples (wound swabs),opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.772588722239781,Pseudomonas aeruginosa ATCC 27853,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
42,15.0,20.0,25.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,"clinical samples (blood, sputum)",0.0,-0.0025,48.0,0.7402597402597404,107.868,24.0,0.0,1.7402597402597404,1.0,18.0,0.0,0.0,0.0,skin,opportunistic pathogen,0.0,nosocomial,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.545177444479562,Staphylococcus aureus ATCC 29213,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
43,15.0,20.0,25.0,commercial,MIC,small-molecule,24.0,water,spherical,none,,1.7837651700316897,medium,chemical,0.0,11.0,0.0,0.0,skin,0.0,-0.0025,24.0,0.7402597402597404,107.868,12.0,0.0,1.7402597402597404,1.0,6.0,0.0,0.0,0.0,medical surfaces,non-pathogenic,0.0,human,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.545177444479562,Staphylococcus epidermidis ATCC 12228,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps)
